CrimeNumber,CrimeRegisteredDate,BriefFacts,CaseStatus,CrimeMajorHead,CrimeMinorHead,PoliceStation,District,Latitude,Longitude,CaseStatusID,CategoryID,GravityID,CrimeHeadID,CrimeSubHeadID,UnitID,DistrictID,OfficerID
KSP/DIS028/2026/02043,2026-04-28,"Corruption reported at Koppal Cyber Crime PS, Koppal. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Koppal Cyber Crime PS, Koppal, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Koppal Cyber Crime PS,Koppal,15.3675,76.1728,CS003,CAT003,GR003,CH008,CSH027,U116,DIS028,OFF418
KSP/DIS029/2026/02044,2026-05-01,"Economic Offence reported at Yadgir Traffic PS, Yadgir. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Yadgir Traffic PS, Yadgir, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Yadgir Traffic PS,Yadgir,16.7978,77.1652,CS004,CAT004,GR004,CH008,CSH028,U121,DIS029,OFF434
KSP/DIS030/2026/02045,2026-06-02,"White Collar Crime reported at Ballari Town PS, Ballari. Brief: Corporate embezzlement or insider fraud. Incident occurred near Ballari Town PS, Ballari, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Ballari Town PS,Ballari,15.1344,76.9164,CS005,CAT001,GR005,CH008,CSH029,U122,DIS030,OFF450
KSP/DIS031/2026/02046,2026-07-03,"Smuggling reported at Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete). Brief: Contraband gold or red sanders interception. Incident occurred near Vijayanagara (Hospete) Central PS, Vijayanagara (Hospete), Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Vijayanagara (Hospete) Central PS,Vijayanagara (Hospete),15.2769,76.3989,CS006,CAT002,GR001,CH007,CSH030,U127,DIS031,OFF466
KSP/DIS001/2026/02047,2026-08-04,"Extortion reported at Bengaluru Urban Traffic PS, Bengaluru Urban. Brief: Demanding protection money under threat. Incident occurred near Bengaluru Urban Traffic PS, Bengaluru Urban, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Bengaluru Urban Traffic PS,Bengaluru Urban,13.0046,77.6276,CS001,CAT003,GR002,CH007,CSH031,U004,DIS001,OFF014
KSP/DIS002/2026/02048,2026-09-05,"Blackmail reported at Bengaluru Rural Traffic PS, Bengaluru Rural. Brief: Chantaje or extortion via compromised media. Incident occurred near Bengaluru Rural Traffic PS, Bengaluru Rural, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Bengaluru Rural Traffic PS,Bengaluru Rural,13.2597,77.6090,CS002,CAT004,GR003,CH007,CSH032,U013,DIS002,OFF033
KSP/DIS003/2026/02049,2026-10-06,"Counterfeit Currency reported at Ramanagara Town PS, Ramanagara. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Ramanagara Town PS, Ramanagara, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Ramanagara Town PS,Ramanagara,12.7149,77.2802,CS003,CAT001,GR004,CH008,CSH033,U014,DIS003,OFF049
KSP/DIS004/2026/02050,2026-11-07,"Fake Documents reported at Chikkaballapura Central PS, Chikkaballapura. Brief: Forgery of land title deeds or government IDs. Incident occurred near Chikkaballapura Central PS, Chikkaballapura, Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Chikkaballapura Central PS,Chikkaballapura,13.4475,77.7435,CS004,CAT002,GR005,CH008,CSH034,U019,DIS004,OFF065
KSP/DIS005/2026/02051,2026-12-08,"Hit and Run reported at Kolar Cyber Crime PS, Kolar. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Kolar Cyber Crime PS, Kolar, Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Kolar Cyber Crime PS,Kolar,13.1617,78.1541,CS005,CAT003,GR001,CH011,CSH035,U024,DIS005,OFF081
KSP/DIS006/2026/02052,2026-01-09,"Road Accident reported at Tumakuru Traffic PS, Tumakuru. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Tumakuru Traffic PS, Tumakuru, Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Tumakuru Traffic PS,Tumakuru,13.3772,77.1395,CS006,CAT004,GR002,CH011,CSH036,U029,DIS006,OFF097
KSP/DIS007/2026/02053,2026-02-10,"Fire Incident reported at Shivamogga Town PS, Shivamogga. Brief: Industrial or residential fire accident inquiry. Incident occurred near Shivamogga Town PS, Shivamogga, Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Shivamogga Town PS,Shivamogga,13.9329,75.5711,CS001,CAT001,GR003,CH012,CSH037,U030,DIS007,OFF113
KSP/DIS008/2026/02054,2026-03-11,"Unknown Dead Body reported at Chitradurga Central PS, Chitradurga. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Chitradurga Central PS, Chitradurga, Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Chitradurga Central PS,Chitradurga,14.2411,76.4140,CS002,CAT002,GR004,CH012,CSH038,U035,DIS008,OFF129
KSP/DIS009/2026/02055,2026-04-12,"Suicide Investigation reported at Davanagere Cyber Crime PS, Davanagere. Brief: Unnatural death and suicide note inquiry. Incident occurred near Davanagere Cyber Crime PS, Davanagere, Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Davanagere Cyber Crime PS,Davanagere,14.4934,75.9508,CS003,CAT003,GR005,CH012,CSH039,U040,DIS009,OFF145
KSP/DIS010/2026/02056,2026-05-13,"Property Disputes reported at Mysuru Traffic PS, Mysuru. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Mysuru Traffic PS, Mysuru, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Mysuru Traffic PS,Mysuru,12.3378,76.6814,CS004,CAT004,GR001,CH012,CSH040,U045,DIS010,OFF146
KSP/DIS011/2026/02057,2026-06-14,"Public Disturbance reported at Mandya Town PS, Mandya. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Mandya Town PS, Mandya, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Mandya Town PS,Mandya,12.5288,76.9021,CS005,CAT001,GR002,CH012,CSH041,U046,DIS011,OFF162
KSP/DIS012/2026/02058,2026-07-15,"Synthetic Drugs (MDMA) reported at Hassan Central PS, Hassan. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Hassan Central PS, Hassan, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Hassan Central PS,Hassan,13.0233,76.1204,CS006,CAT002,GR003,CH006,CSH042,U051,DIS012,OFF178
KSP/DIS013/2026/02059,2026-08-16,"Murder reported at Chamarajanagara Cyber Crime PS, Chamarajanagara. Brief: Premeditated homicide investigation. Incident occurred near Chamarajanagara Cyber Crime PS, Chamarajanagara, Karnataka.",Under Investigation,Violent Crime,Murder,Chamarajanagara Cyber Crime PS,Chamarajanagara,11.9591,76.9767,CS001,CAT003,GR004,CH001,CSH001,U056,DIS013,OFF194
KSP/DIS014/2026/02060,2026-09-17,"Attempt to Murder reported at Kodagu Traffic PS, Kodagu. Brief: Violent assault with deadly weapon. Incident occurred near Kodagu Traffic PS, Kodagu, Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Kodagu Traffic PS,Kodagu,12.4704,75.7842,CS002,CAT004,GR005,CH001,CSH002,U061,DIS014,OFF210
KSP/DIS015/2026/02061,2026-10-18,"Assault & Grievous Hurt reported at Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru). Brief: Physical injury caused during gang/group clash. Incident occurred near Dakshina Kannada (Mangaluru) Town PS, Dakshina Kannada (Mangaluru), Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Dakshina Kannada (Mangaluru) Town PS,Dakshina Kannada (Mangaluru),12.9251,74.8670,CS003,CAT001,GR001,CH001,CSH003,U062,DIS015,OFF226
KSP/DIS016/2026/02062,2026-11-19,"Kidnapping reported at Udupi Central PS, Udupi. Brief: Abduction for ransom or coercion. Incident occurred near Udupi Central PS, Udupi, Karnataka.",Convicted,Violent Crime,Kidnapping,Udupi Central PS,Udupi,13.3649,74.7661,CS004,CAT002,GR002,CH001,CSH004,U067,DIS016,OFF242
KSP/DIS017/2026/02063,2026-12-20,"Missing Person reported at Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar). Brief: Trace & locate missing citizen petition. Incident occurred near Uttara Kannada (Karwar) Cyber Crime PS, Uttara Kannada (Karwar), Karnataka.",Acquitted,Violent Crime,Missing Person,Uttara Kannada (Karwar) Cyber Crime PS,Uttara Kannada (Karwar),14.8555,74.1673,CS005,CAT003,GR003,CH001,CSH005,U072,DIS017,OFF258
KSP/DIS018/2026/02064,2026-01-21,"Theft reported at Belagavi Traffic PS, Belagavi. Brief: Larceny of personal or commercial goods. Incident occurred near Belagavi Traffic PS, Belagavi, Karnataka.",Closed / Undetected,Property Crime,Theft,Belagavi Traffic PS,Belagavi,15.8997,74.5477,CS006,CAT004,GR004,CH002,CSH006,U077,DIS018,OFF274
KSP/DIS019/2026/02065,2026-02-22,"Vehicle Theft reported at Dharwad Town PS, Dharwad. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Dharwad Town PS, Dharwad, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Dharwad Town PS,Dharwad,15.4739,75.0228,CS001,CAT001,GR005,CH003,CSH007,U078,DIS019,OFF290
KSP/DIS020/2026/02066,2026-03-23,"Burglary reported at Hubballi City Central PS, Hubballi City. Brief: Overnight trespass and property theft. Incident occurred near Hubballi City Central PS, Hubballi City, Karnataka.",Charge Sheeted,Property Crime,Burglary,Hubballi City Central PS,Hubballi City,15.3927,75.1520,CS002,CAT002,GR001,CH002,CSH008,U083,DIS020,OFF306
KSP/DIS021/2026/02067,2026-04-24,"Robbery reported at Gadag Cyber Crime PS, Gadag. Brief: Armed robbery using force or coercion. Incident occurred near Gadag Cyber Crime PS, Gadag, Karnataka.",Pending Trial,Property Crime,Robbery,Gadag Cyber Crime PS,Gadag,15.4729,75.6728,CS003,CAT003,GR002,CH002,CSH009,U088,DIS021,OFF322
KSP/DIS022/2026/02068,2026-05-25,"Chain Snatching reported at Haveri Traffic PS, Haveri. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Haveri Traffic PS, Haveri, Karnataka.",Convicted,Property Crime,Chain Snatching,Haveri Traffic PS,Haveri,14.8486,75.4537,CS004,CAT004,GR003,CH002,CSH010,U093,DIS022,OFF338
KSP/DIS023/2026/02069,2026-06-26,"Cyber Crime reported at Vijayapura Town PS, Vijayapura. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Vijayapura Town PS, Vijayapura, Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Vijayapura Town PS,Vijayapura,16.8492,75.7290,CS005,CAT001,GR004,CH004,CSH011,U094,DIS023,OFF354
KSP/DIS024/2026/02070,2026-07-27,"UPI Fraud reported at Bagalkote Central PS, Bagalkote. Brief: Fake QR code or deceptive payment request. Incident occurred near Bagalkote Central PS, Bagalkote, Karnataka.",Closed / Undetected,Cyber Crime & Online Fraud,UPI Fraud,Bagalkote Central PS,Bagalkote,16.2173,75.7283,CS006,CAT002,GR005,CH004,CSH012,U099,DIS024,OFF370
KSP/DIS025/2026/02071,2026-08-28,"Online Banking Fraud reported at Kalaburagi Cyber Crime PS, Kalaburagi. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Kalaburagi Cyber Crime PS, Kalaburagi, Karnataka.",Under Investigation,Cyber Crime & Online Fraud,Online Banking Fraud,Kalaburagi Cyber Crime PS,Kalaburagi,17.3747,76.8793,CS001,CAT003,GR001,CH004,CSH013,U104,DIS025,OFF371
KSP/DIS026/2026/02072,2026-09-01,"Identity Theft reported at Bidar Traffic PS, Bidar. Brief: SIM swap or stolen credential impersonation. Incident occurred near Bidar Traffic PS, Bidar, Karnataka.",Charge Sheeted,Cyber Crime & Online Fraud,Identity Theft,Bidar Traffic PS,Bidar,17.9684,77.5779,CS002,CAT004,GR002,CH004,CSH014,U109,DIS026,OFF387
KSP/DIS027/2026/02073,2026-10-02,"ATM Fraud reported at Raichur Town PS, Raichur. Brief: ATM skimming device or card cloning. Incident occurred near Raichur Town PS, Raichur, Karnataka.",Pending Trial,Cyber Crime & Online Fraud,ATM Fraud,Raichur Town PS,Raichur,16.2306,77.3693,CS003,CAT001,GR003,CH004,CSH015,U110,DIS027,OFF403
KSP/DIS028/2026/02074,2026-11-03,"Rape reported at Koppal Central PS, Koppal. Brief: Penal Code Section 376 prosecution. Incident occurred near Koppal Central PS, Koppal, Karnataka.",Convicted,Crime Against Women & Children,Rape,Koppal Central PS,Koppal,15.3865,76.1918,CS004,CAT002,GR004,CH005,CSH016,U115,DIS028,OFF419
KSP/DIS029/2026/02075,2026-12-04,"Sexual Assault reported at Yadgir Cyber Crime PS, Yadgir. Brief: Outraging modesty and sexual harassment. Incident occurred near Yadgir Cyber Crime PS, Yadgir, Karnataka.",Acquitted,Crime Against Women & Children,Sexual Assault,Yadgir Cyber Crime PS,Yadgir,16.8168,77.1842,CS005,CAT003,GR005,CH005,CSH017,U120,DIS029,OFF435
KSP/DIS030/2026/02076,2026-01-05,"POCSO reported at Ballari Traffic PS, Ballari. Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Ballari Traffic PS, Ballari, Karnataka.",Closed / Undetected,Crime Against Women & Children,POCSO,Ballari Traffic PS,Ballari,15.2014,76.9834,CS006,CAT004,GR001,CH005,CSH018,U125,DIS030,OFF451
KSP/DIS031/2026/02077,2026-02-06,"Domestic Violence reported at Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete). Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Vijayanagara (Hospete) Town PS, Vijayanagara (Hospete), Karnataka.",Under Investigation,Crime Against Women & Children,Domestic Violence,Vijayanagara (Hospete) Town PS,Vijayanagara (Hospete),15.2959,76.4179,CS001,CAT001,GR002,CH005,CSH019,U126,DIS031,OFF467
KSP/DIS001/2026/02078,2026-03-07,"Illegal Weapons reported at Electronic City Police Station, Bengaluru Urban. Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Electronic City Police Station, Bengaluru Urban, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Illegal Weapons,Electronic City Police Station,Bengaluru Urban,13.0836,77.7066,CS002,CAT002,GR003,CH007,CSH020,U008,DIS001,OFF024
KSP/DIS002/2026/02079,2026-04-08,"Drug Trafficking reported at Bengaluru Rural Cyber Crime PS, Bengaluru Rural. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Bengaluru Rural Cyber Crime PS, Bengaluru Rural, Karnataka.",Pending Trial,Narcotics & Contraband,Drug Trafficking,Bengaluru Rural Cyber Crime PS,Bengaluru Rural,13.2787,77.6280,CS003,CAT003,GR004,CH006,CSH021,U012,DIS002,OFF034
KSP/DIS003/2026/02080,2026-05-09,"Human Trafficking reported at Ramanagara Traffic PS, Ramanagara. Brief: Forced labor or trafficking rescue operation. Incident occurred near Ramanagara Traffic PS, Ramanagara, Karnataka.",Convicted,Organized Crime & Extortion,Human Trafficking,Ramanagara Traffic PS,Ramanagara,12.7819,77.3472,CS004,CAT004,GR005,CH007,CSH022,U017,DIS003,OFF050
KSP/DIS004/2026/02081,2026-06-10,"Gambling reported at Chikkaballapura Town PS, Chikkaballapura. Brief: Illegal betting & Matka operation bust. Incident occurred near Chikkaballapura Town PS, Chikkaballapura, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Gambling,Chikkaballapura Town PS,Chikkaballapura,13.4665,77.7625,CS005,CAT001,GR001,CH012,CSH023,U018,DIS004,OFF066
KSP/DIS005/2026/02082,2026-07-11,"Wildlife Crime reported at Kolar Central PS, Kolar. Brief: Poaching of protected species or ivory seizure. Incident occurred near Kolar Central PS, Kolar, Karnataka.",Closed / Undetected,Environmental & Forest Crime,Wildlife Crime,Kolar Central PS,Kolar,13.1807,78.1731,CS006,CAT002,GR002,CH009,CSH024,U023,DIS005,OFF082
KSP/DIS006/2026/02083,2026-08-12,"Forest Crime reported at Tumakuru Cyber Crime PS, Tumakuru. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Tumakuru Cyber Crime PS, Tumakuru, Karnataka.",Under Investigation,Environmental & Forest Crime,Forest Crime,Tumakuru Cyber Crime PS,Tumakuru,13.3962,77.1585,CS001,CAT003,GR003,CH009,CSH025,U028,DIS006,OFF098
KSP/DIS007/2026/02084,2026-09-13,"Terror Related Activity reported at Shivamogga Traffic PS, Shivamogga. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Shivamogga Traffic PS, Shivamogga, Karnataka.",Charge Sheeted,Terror & National Security,Terror Related Activity,Shivamogga Traffic PS,Shivamogga,13.9999,75.6381,CS002,CAT004,GR004,CH010,CSH026,U033,DIS007,OFF114
KSP/DIS008/2026/02085,2026-10-14,"Corruption reported at Chitradurga Town PS, Chitradurga. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Chitradurga Town PS, Chitradurga, Karnataka.",Pending Trial,Economic & White Collar Offence,Corruption,Chitradurga Town PS,Chitradurga,14.2601,76.4330,CS003,CAT001,GR005,CH008,CSH027,U034,DIS008,OFF130
KSP/DIS009/2026/02086,2026-11-15,"Economic Offence reported at Davanagere Central PS, Davanagere. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Davanagere Central PS, Davanagere, Karnataka.",Convicted,Economic & White Collar Offence,Economic Offence,Davanagere Central PS,Davanagere,14.5124,75.9698,CS004,CAT002,GR001,CH008,CSH028,U039,DIS009,OFF131
KSP/DIS010/2026/02087,2026-12-16,"White Collar Crime reported at Mysuru Cyber Crime PS, Mysuru. Brief: Corporate embezzlement or insider fraud. Incident occurred near Mysuru Cyber Crime PS, Mysuru, Karnataka.",Acquitted,Economic & White Collar Offence,White Collar Crime,Mysuru Cyber Crime PS,Mysuru,12.3568,76.7004,CS005,CAT003,GR002,CH008,CSH029,U044,DIS010,OFF147
KSP/DIS011/2026/02088,2026-01-17,"Smuggling reported at Mandya Traffic PS, Mandya. Brief: Contraband gold or red sanders interception. Incident occurred near Mandya Traffic PS, Mandya, Karnataka.",Closed / Undetected,Organized Crime & Extortion,Smuggling,Mandya Traffic PS,Mandya,12.5958,76.9691,CS006,CAT004,GR003,CH007,CSH030,U049,DIS011,OFF163
KSP/DIS012/2026/02089,2026-02-18,"Extortion reported at Hassan Town PS, Hassan. Brief: Demanding protection money under threat. Incident occurred near Hassan Town PS, Hassan, Karnataka.",Under Investigation,Organized Crime & Extortion,Extortion,Hassan Town PS,Hassan,13.0423,76.1394,CS001,CAT001,GR004,CH007,CSH031,U050,DIS012,OFF179
KSP/DIS013/2026/02090,2026-03-19,"Blackmail reported at Chamarajanagara Central PS, Chamarajanagara. Brief: Chantaje or extortion via compromised media. Incident occurred near Chamarajanagara Central PS, Chamarajanagara, Karnataka.",Charge Sheeted,Organized Crime & Extortion,Blackmail,Chamarajanagara Central PS,Chamarajanagara,11.9781,76.9957,CS002,CAT002,GR005,CH007,CSH032,U055,DIS013,OFF195
KSP/DIS014/2026/02091,2026-04-20,"Counterfeit Currency reported at Kodagu Cyber Crime PS, Kodagu. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Kodagu Cyber Crime PS, Kodagu, Karnataka.",Pending Trial,Economic & White Collar Offence,Counterfeit Currency,Kodagu Cyber Crime PS,Kodagu,12.4894,75.8032,CS003,CAT003,GR001,CH008,CSH033,U060,DIS014,OFF211
KSP/DIS015/2026/02092,2026-05-21,"Fake Documents reported at Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru). Brief: Forgery of land title deeds or government IDs. Incident occurred near Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru), Karnataka.",Convicted,Economic & White Collar Offence,Fake Documents,Dakshina Kannada (Mangaluru) Traffic PS,Dakshina Kannada (Mangaluru),12.9921,74.9340,CS004,CAT004,GR002,CH008,CSH034,U065,DIS015,OFF227
KSP/DIS016/2026/02093,2026-06-22,"Hit and Run reported at Udupi Town PS, Udupi. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Acquitted,Traffic & Road Incident,Hit and Run,Udupi Town PS,Udupi,13.3839,74.7851,CS005,CAT001,GR003,CH011,CSH035,U066,DIS016,OFF243
KSP/DIS017/2026/02094,2026-07-23,"Road Accident reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Closed / Undetected,Traffic & Road Incident,Road Accident,Uttara Kannada (Karwar) Central PS,Uttara Kannada (Karwar),14.8745,74.1863,CS006,CAT002,GR004,CH011,CSH036,U071,DIS017,OFF259
KSP/DIS018/2026/02095,2026-08-24,"Fire Incident reported at Belagavi Cyber Crime PS, Belagavi. Brief: Industrial or residential fire accident inquiry. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Under Investigation,Public Disturbance & Miscellaneous,Fire Incident,Belagavi Cyber Crime PS,Belagavi,15.9187,74.5667,CS001,CAT003,GR005,CH012,CSH037,U076,DIS018,OFF275
KSP/DIS019/2026/02096,2026-09-25,"Unknown Dead Body reported at Dharwad Traffic PS, Dharwad. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Charge Sheeted,Public Disturbance & Miscellaneous,Unknown Dead Body,Dharwad Traffic PS,Dharwad,15.5409,75.0898,CS002,CAT004,GR001,CH012,CSH038,U081,DIS019,OFF291
KSP/DIS020/2026/02097,2026-10-26,"Suicide Investigation reported at Hubballi City Town PS, Hubballi City. Brief: Unnatural death and suicide note inquiry. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Pending Trial,Public Disturbance & Miscellaneous,Suicide Investigation,Hubballi City Town PS,Hubballi City,15.4117,75.1710,CS003,CAT001,GR002,CH012,CSH039,U082,DIS020,OFF307
KSP/DIS021/2026/02098,2026-11-27,"Property Disputes reported at Gadag Central PS, Gadag. Brief: Civil boundary dispute causing law and order friction. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Convicted,Public Disturbance & Miscellaneous,Property Disputes,Gadag Central PS,Gadag,15.4919,75.6918,CS004,CAT002,GR003,CH012,CSH040,U087,DIS021,OFF323
KSP/DIS022/2026/02099,2026-12-28,"Public Disturbance reported at Haveri Cyber Crime PS, Haveri. Brief: Unlawful assembly, rioting, or public brawl. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Acquitted,Public Disturbance & Miscellaneous,Public Disturbance,Haveri Cyber Crime PS,Haveri,14.8676,75.4727,CS005,CAT003,GR004,CH012,CSH041,U092,DIS022,OFF339
KSP/DIS023/2026/02100,2026-01-01,"Synthetic Drugs (MDMA) reported at Vijayapura Traffic PS, Vijayapura. Brief: Commercial seizure of MDMA / Methamphetamine. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Closed / Undetected,Narcotics & Contraband,Synthetic Drugs (MDMA),Vijayapura Traffic PS,Vijayapura,16.8162,75.6960,CS006,CAT004,GR005,CH006,CSH042,U097,DIS023,OFF355
KSP/DIS024/2026/02101,2026-02-02,"Murder reported at Bagalkote Town PS, Bagalkote. Brief: Premeditated homicide investigation. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Under Investigation,Violent Crime,Murder,Bagalkote Town PS,Bagalkote,16.1363,75.6473,CS001,CAT001,GR001,CH001,CSH001,U098,DIS024,OFF356
KSP/DIS025/2026/02102,2026-03-03,"Attempt to Murder reported at Kalaburagi Central PS, Kalaburagi. Brief: Violent assault with deadly weapon. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Charge Sheeted,Violent Crime,Attempt to Murder,Kalaburagi Central PS,Kalaburagi,17.2937,76.7983,CS002,CAT002,GR002,CH001,CSH002,U103,DIS025,OFF372
KSP/DIS026/2026/02103,2026-04-04,"Assault & Grievous Hurt reported at Bidar Cyber Crime PS, Bidar. Brief: Physical injury caused during gang/group clash. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Pending Trial,Violent Crime,Assault & Grievous Hurt,Bidar Cyber Crime PS,Bidar,17.8874,77.4969,CS003,CAT003,GR003,CH001,CSH003,U108,DIS026,OFF388
KSP/DIS027/2026/02104,2026-05-05,"Kidnapping reported at Raichur Traffic PS, Raichur. Brief: Abduction for ransom or coercion. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Convicted,Violent Crime,Kidnapping,Raichur Traffic PS,Raichur,16.1976,77.3363,CS004,CAT004,GR004,CH001,CSH004,U113,DIS027,OFF404
KSP/DIS028/2026/02105,2026-06-06,"Missing Person reported at Koppal Town PS, Koppal. Brief: Trace & locate missing citizen petition. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Acquitted,Violent Crime,Missing Person,Koppal Town PS,Koppal,15.3055,76.1108,CS005,CAT001,GR005,CH001,CSH005,U114,DIS028,OFF420
KSP/DIS029/2026/02106,2026-07-07,"Theft reported at Yadgir Central PS, Yadgir. Brief: Larceny of personal or commercial goods. Incident occurred near Yadgir Central PS, Yadgir, Karnataka.",Closed / Undetected,Property Crime,Theft,Yadgir Central PS,Yadgir,16.7358,77.1032,CS006,CAT002,GR001,CH002,CSH006,U119,DIS029,OFF436
KSP/DIS030/2026/02107,2026-08-08,"Vehicle Theft reported at Ballari Cyber Crime PS, Ballari. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Ballari Cyber Crime PS, Ballari, Karnataka.",Under Investigation,Vehicle Theft,Vehicle Theft,Ballari Cyber Crime PS,Ballari,15.1204,76.9024,CS001,CAT003,GR002,CH003,CSH007,U124,DIS030,OFF452
KSP/DIS031/2026/02108,2026-09-09,"Burglary reported at Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete). Brief: Overnight trespass and property theft. Incident occurred near Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete), Karnataka.",Charge Sheeted,Property Crime,Burglary,Vijayanagara (Hospete) Traffic PS,Vijayanagara (Hospete),15.2629,76.3849,CS002,CAT004,GR003,CH002,CSH008,U129,DIS031,OFF468
KSP/DIS001/2026/02109,2026-10-10,"Robbery reported at Bengaluru Urban Cyber Crime PS, Bengaluru Urban. Brief: Armed robbery using force or coercion. Incident occurred near Bengaluru Urban Cyber Crime PS, Bengaluru Urban, Karnataka.",Pending Trial,Property Crime,Robbery,Bengaluru Urban Cyber Crime PS,Bengaluru Urban,12.9546,77.5776,CS003,CAT001,GR004,CH002,CSH009,U003,DIS001,OFF013
KSP/DIS002/2026/02110,2026-11-11,"Chain Snatching reported at Bengaluru Rural Central PS, Bengaluru Rural. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Bengaluru Rural Central PS, Bengaluru Rural, Karnataka.",Convicted,Property Crime,Chain Snatching,Bengaluru Rural Central PS,Bengaluru Rural,13.1977,77.5470,CS004,CAT002,GR005,CH002,CSH010,U011,DIS002,OFF035
KSP/DIS003/2026/02111,2026-12-12,"Cyber Crime reported at Ramanagara Cyber Crime PS, Ramanagara. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Ramanagara Cyber Crime PS, Ramanagara, Karnataka.",Acquitted,Cyber Crime & Online Fraud,Cyber Crime,Ramanagara Cyber Crime PS,Ramanagara,12.7009,77.2662,CS005,CAT003,GR001,CH004,CSH011,U016,DIS003,OFF051
